Date,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2/3/2017,21600750,Final,1610612760,1610612763,2016,1610612760,114,0.475,0.758,0.5,21,47,1610612763,102,0.482,0.864,0.158,21,29,1
2/3/2017,21600753,Final,1610612758,1610612756,2016,1610612758,103,0.447,0.773,0.37,23,43,1610612756,105,0.416,0.829,0.414,11,39,0
2/3/2017,21600747,Final,1610612751,1610612754,2016,1610612751,97,0.372,0.957,0.393,20,44,1610612754,106,0.43,0.774,0.4,20,49,0
2/3/2017,21600751,Final,1610612738,1610612747,2016,1610612738,113,0.476,0.786,0.371,28,47,1610612747,107,0.394,0.731,0.368,24,52,1
2/3/2017,21600754,Final,1610612757,1610612742,2016,1610612757,104,0.455,0.75,0.3,16,44,1610612742,108,0.474,0.826,0.548,15,36,0
2/3/2017,21600748,Final,1610612765,1610612750,2016,1610612765,116,0.449,0.773,0.423,24,49,1610612750,108,0.494,0.789,0.294,25,40,1
2/3/2017,21600749,Final,1610612745,1610612741,2016,1610612745,121,0.449,0.68,0.372,24,48,1610612741,117,0.48,0.722,0.32,30,53,1
2/3/2017,21600752,Final,1610612743,1610612749,2016,1610612743,121,0.449,0.727,0.321,31,48,1610612749,117,0.542,0.783,0.375,26,38,1
2/4/2017,21600757,Final,1610612754,1610612765,2016,1610612754,105,0.484,0.667,0.292,22,41,1610612765,84,0.413,0.8,0.353,18,43,1
2/4/2017,21600756,Final,1610612737,1610612753,2016,1610612737,113,0.526,0.778,0.357,28,48,1610612753,86,0.346,0.893,0.259,17,33,1
2/4/2017,21600755,Final,1610612764,1610612740,2016,1610612764,105,0.458,0.864,0.323,20,46,1610612740,91,0.44,0.545,0.294,18,42,1
2/4/2017,21600762,Final,1610612759,1610612743,2016,1610612759,121,0.57,0.808,0.476,29,38,1610612743,97,0.446,0.5,0.385,22,42,1
2/4/2017,21600760,Final,1610612762,1610612766,2016,1610612762,105,0.469,0.667,0.394,16,51,1610612766,98,0.427,0.833,0.394,20,38,1
2/4/2017,21600758,Final,1610612748,1610612755,2016,1610612748,125,0.585,0.739,0.545,28,49,1610612755,102,0.417,0.839,0.261,20,33,1
2/4/2017,21600764,Final,1610612758,1610612744,2016,1610612758,109,0.489,0.842,0.304,25,46,1610612744,106,0.414,0.792,0.341,22,40,1
2/4/2017,21600763,Final,1610612750,1610612763,2016,1610612750,99,0.417,0.792,0.385,22,45,1610612763,107,0.416,0.846,0.357,17,42,0
2/4/2017,21600759,Final,1610612752,1610612739,2016,1610612752,104,0.453,0.5,0.387,23,42,1610612739,111,0.488,0.722,0.4,20,49,0
2/4/2017,21600761,Final,1610612756,1610612749,2016,1610612756,112,0.418,0.833,0.393,22,40,1610612749,137,0.634,0.743,0.412,29,44,0
2/5/2017,21600767,Final,1610612760,1610612757,2016,1610612760,105,0.408,0.75,0.222,18,56,1610612757,99,0.402,0.905,0.357,15,44,1
2/5/2017,21600766,Final,1610612738,1610612746,2016,1610612738,107,0.42,0.85,0.308,24,45,1610612746,102,0.417,0.786,0.345,22,46,1
2/5/2017,21600765,Final,1610612751,1610612761,2016,1610612751,95,0.421,0.857,0.382,19,42,1610612761,103,0.46,0.9,0.263,21,45,0
2/6/2017,21600777,Final,1610612763,1610612759,2016,1610612763,89,0.395,0.84,0.211,18,50,1610612759,74,0.366,0.556,0.211,11,44,1
2/6/2017,21600776,Final,1610612743,1610612742,2016,1610612743,110,0.5,0.938,0.393,28,49,1610612742,87,0.43,0.647,0.308,25,29,1
2/6/2017,21600770,Final,1610612754,1610612760,2016,1610612754,93,0.379,0.655,0.308,19,37,1610612760,90,0.386,0.714,0.25,17,61,1
2/6/2017,21600773,Final,1610612765,1610612755,2016,1610612765,113,0.465,0.941,0.227,22,60,1610612755,96,0.424,0.679,0.179,19,41,1
2/6/2017,21600774,Final,1610612740,1610612756,2016,1610612740,111,0.457,0.818,0.346,20,48,1610612756,106,0.43,0.84,0.185,26,49,1
2/6/2017,21600771,Final,1610612761,1610612746,2016,1610612761,118,0.488,0.897,0.417,20,47,1610612746,109,0.467,0.667,0.371,24,39,1
2/6/2017,21600778,Final,1610612758,1610612741,2016,1610612758,107,0.519,0.875,0.393,27,40,1610612741,112,0.531,0.645,0.316,21,35,0
2/6/2017,21600775,Final,1610612750,1610612748,2016,1610612750,113,0.538,0.786,0.455,25,34,1610612748,115,0.523,0.714,0.536,27,38,0
2/6/2017,21600772,Final,1610612737,1610612762,2016,1610612737,95,0.446,0.719,0.353,16,30,1610612762,120,0.613,0.667,0.385,31,44,0
2/6/2017,21600768,Final,1610612752,1610612747,2016,1610612752,107,0.451,0.788,0.333,16,40,1610612747,121,0.431,0.806,0.286,19,55,0
2/6/2017,21600769,Final,1610612764,1610612739,2016,1610612764,135,0.505,0.885,0.414,29,43,1610612739,140,0.533,0.821,0.5,31,46,0
2/7/2017,21600780,Final,1610612745,1610612753,2016,1610612745,128,0.494,0.667,0.421,31,42,1610612753,104,0.477,0.7,0.24,28,47,1
2/7/2017,21600779,Final,1610612766,1610612751,2016,1610612766,111,0.392,0.828,0.269,19,51,1610612751,107,0.453,0.81,0.333,26,45,1
2/7/2017,21600781,Final,1610612742,1610612757,2016,1610612742,113,0.493,0.844,0.429,16,30,1610612757,114,0.488,0.792,0.393,17,55,0
2/8/2017,21600788,Final,1610612763,1610612756,2016,1610612763,110,0.486,0.765,0.583,24,41,1610612756,91,0.333,0.824,0.217,13,46,1
2/8/2017,21600793,Final,1610612758,1610612738,2016,1610612758,108,0.5,0.933,0.4,24,40,1610612738,92,0.397,0.889,0.313,18,39,1
2/8/2017,21600792,Final,1610612744,1610612741,2016,1610612744,123,0.565,0.923,0.536,37,45,1610612741,92,0.402,0.737,0.167,25,44,1
2/8/2017,21600786,Final,1610612765,1610612747,2016,1610612765,121,0.526,0.625,0.25,32,52,1610612747,102,0.43,0.846,0.261,21,41,1
2/8/2017,21600787,Final,1610612749,1610612748,2016,1610612749,88,0.465,0.571,0.4,18,33,1610612748,106,0.477,0.722,0.333,23,48,0
2/8/2017,21600785,Final,1610612737,1610612743,2016,1610612737,117,0.505,0.833,0.296,31,48,1610612743,106,0.4,0.619,0.295,25,49,1
2/8/2017,21600790,Final,1610612750,1610612761,2016,1610612750,112,0.488,0.9,0.368,22,36,1610612761,109,0.532,0.7,0.393,19,36,1
2/8/2017,21600782,Final,1610612755,1610612759,2016,1610612755,103,0.405,0.759,0.382,23,35,1610612759,111,0.527,0.88,0.5,24,48,0
2/8/2017,21600784,Final,1610612751,1610612764,2016,1610612751,110,0.418,0.694,0.273,20,55,1610612764,114,0.412,0.758,0.36,21,54,0
2/8/2017,21600791,Final,1610612752,1610612746,2016,1610612752,115,0.5,0.833,0.296,25,41,1610612746,119,0.489,0.679,0.4,22,47,0
2/8/2017,21600789,Final,1610612740,1610612762,2016,1610612740,94,0.455,0.76,0.208,17,37,1610612762,127,0.545,0.81,0.438,25,48,0
2/8/2017,21600783,Final,1610612754,1610612739,2016,1610612754,117,0.5,0.846,0.52,24,38,1610612739,132,0.548,0.923,0.444,24,39,0
2/9/2017,21600797,Final,1610612742,1610612762,2016,1610612742,112,0.506,0.76,0.25,21,37,1610612762,105,0.459,0.824,0.448,26,43,1
2/9/2017,21600794,Final,1610612766,1610612745,2016,1610612766,95,0.435,0.929,0.308,26,47,1610612745,107,0.448,0.8,0.325,22,42,0
2/9/2017,21600796,Final,1610612760,1610612739,2016,1610612760,118,0.472,0.769,0.296,24,51,1610612739,109,0.481,0.767,0.476,14,35,1
2/9/2017,21600795,Final,1610612753,1610612755,2016,1610612753,111,0.488,0.792,0.476,27,47,1610612755,112,0.421,0.778,0.393,25,45,0
2/9/2017,21600798,Final,1610612757,1610612738,2016,1610612757,111,0.506,0.774,0.346,23,41,1610612738,120,0.484,0.815,0.333,23,43,0
2/10/2017,21600807,Final,1610612756,1610612741,2016,1610612756,115,0.505,0.846,0.421,25,43,1610612741,97,0.43,0.818,0.263,20,41,1
2/10/2017,21600801,Final,1610612765,1610612759,2016,1610612765,92,0.424,0.692,0.294,22,35,1610612759,103,0.5,0.8,0.474,27,52,0
2/10/2017,21600806,Final,1610612758,1610612737,2016,1610612758,108,0.475,0.667,0.5,27,39,1610612737,107,0.507,0.774,0.367,19,37,1
2/10/2017,21600805,Final,1610612764,1610612754,2016,1610612764,112,0.466,0.667,0.345,29,46,1610612754,107,0.489,0.867,0.19,29,42,1
2/10/2017,21600799,Final,1610612751,1610612748,2016,1610612751,99,0.432,0.75,0.4,19,48,1610612748,108,0.446,0.905,0.304,16,46,0
2/10/2017,21600804,Final,1610612750,1610612740,2016,1610612750,106,0.463,0.75,0.222,22,34,1610612740,122,0.6,0.741,0.48,27,43,0
2/10/2017,21600803,Final,1610612763,1610612744,2016,1610612763,107,0.391,0.811,0.346,20,47,1610612744,122,0.506,0.763,0.455,31,34,0
2/10/2017,21600802,Final,1610612749,1610612747,2016,1610612749,114,0.526,0.839,0.286,27,34,1610612747,122,0.52,0.829,0.484,25,33,0
2/10/2017,21600800,Final,1610612752,1610612743,2016,1610612752,123,0.559,0.6,0.421,36,33,1610612743,131,0.568,0.7,0.5,30,44,0
2/11/2017,21600814,Final,1610612742,1610612753,2016,1610612742,112,0.495,0.833,0.486,32,51,1610612753,80,0.39,0.722,0.13,16,40,1
2/11/2017,21600812,Final,1610612745,1610612756,2016,1610612745,133,0.494,0.795,0.5,27,55,1610612756,102,0.394,0.769,0.364,20,42,1
2/11/2017,21600808,Final,1610612766,1610612746,2016,1610612766,102,0.435,0.75,0.351,24,40,1610612746,107,0.471,0.65,0.412,26,50,0
2/11/2017,21600810,Final,1610612755,1610612748,2016,1610612755,117,0.453,0.789,0.36,27,38,1610612748,109,0.459,0.857,0.292,15,49,1
2/11/2017,21600811,Final,1610612739,1610612743,2016,1610612739,125,0.548,0.818,0.5,30,45,1610612743,109,0.402,0.864,0.324,23,45,1
2/11/2017,21600815,Final,1610612762,1610612738,2016,1610612762,104,0.407,0.867,0.258,16,39,1610612738,112,0.592,0.652,0.433,20,37,0
2/11/2017,21600809,Final,1610612754,1610612749,2016,1610612754,100,0.479,0.833,0.455,19,36,1610612749,116,0.479,0.784,0.548,28,37,0
2/11/2017,21600813,Final,1610612760,1610612744,2016,1610612760,114,0.482,0.778,0.25,20,43,1610612744,130,0.529,0.714,0.419,28,40,0
2/12/2017,21600816,Final,1610612750,1610612741,2016,1610612750,117,0.543,0.885,0.25,27,46,1610612741,89,0.417,0.692,0.4,22,35,1
2/12/2017,21600817,Final,1610612752,1610612759,2016,1610612752,94,0.5,0.81,0.643,18,44,1610612759,90,0.363,0.818,0.207,17,46,1
2/12/2017,21600819,Final,1610612758,1610612740,2016,1610612758,105,0.449,0.889,0.355,23,46,1610612740,99,0.415,0.857,0.419,23,36,1
2/12/2017,21600818,Final,1610612761,1610612765,2016,1610612761,101,0.507,0.68,0.5,18,38,1610612765,102,0.429,0.759,0.258,12,41,0
2/13/2017,21600828,Final,1610612762,1610612746,2016,1610612762,72,0.322,0.667,0.174,14,49,1610612746,88,0.444,0.636,0.36,16,49,0
2/13/2017,21600824,Final,1610612749,1610612765,2016,1610612749,102,0.506,1,0.286,26,33,1610612765,89,0.436,0.737,0.333,17,44,1
2/13/2017,21600820,Final,1610612764,1610612760,2016,1610612764,120,0.575,0.821,0.65,27,40,1610612760,98,0.354,0.767,0.206,16,47,1
2/13/2017,21600821,Final,1610612766,1610612755,2016,1610612766,99,0.436,0.769,0.355,19,33,1610612755,105,0.477,0.647,0.364,24,51,0
2/13/2017,21600830,Final,1610612757,1610612737,2016,1610612757,104,0.359,0.56,0.381,22,66,1610612737,109,0.386,0.771,0.286,20,52,0
2/13/2017,21600825,Final,1610612754,1610612759,2016,1610612754,106,0.487,0.7,0.45,21,37,1610612759,110,0.46,0.852,0.467,18,49,0
2/13/2017,21600829,Final,1610612756,1610612740,2016,1610612756,108,0.43,0.833,0.348,14,43,1610612740,110,0.474,0.8,0.286,19,37,0
2/13/2017,21600827,Final,1610612743,1610612744,2016,1610612743,132,0.545,0.75,0.585,34,52,1610612744,110,0.489,0.923,0.25,25,27,1
2/13/2017,21600826,Final,1610612742,1610612738,2016,1610612742,98,0.455,0.76,0.333,21,37,1610612738,111,0.494,0.833,0.471,28,41,0
2/13/2017,21600822,Final,1610612751,1610612763,2016,1610612751,103,0.463,0.833,0.324,23,32,1610612763,112,0.506,0.926,0.409,25,41,0
2/13/2017,21600823,Final,1610612748,1610612753,2016,1610612748,107,0.47,0.852,0.273,14,37,1610612753,116,0.489,0.69,0.571,18,52,0
2/14/2017,21600831,Final,1610612741,1610612761,2016,1610612741,105,0.479,0.8,0.412,22,37,1610612761,94,0.455,0.792,0.25,15,34,1
2/14/2017,21600833,Final,1610612747,1610612758,2016,1610612747,96,0.458,0.533,0.414,22,43,1610612758,97,0.493,0.72,0.292,23,38,0
2/14/2017,21600832,Final,1610612750,1610612739,2016,1610612750,108,0.488,0.789,0.391,27,41,1610612739,116,0.512,0.682,0.333,27,43,0
2/15/2017,21600846,Final,1610612746,1610612737,2016,1610612746,99,0.468,0.917,0.378,24,40,1610612737,84,0.405,0.684,0.269,20,45,1
2/15/2017,21600837,Final,1610612761,1610612766,2016,1610612761,90,0.381,0.737,0.375,19,46,1610612766,85,0.421,0.889,0.342,21,44,1
2/15/2017,21600847,Final,1610612744,1610612758,2016,1610612744,109,0.488,0.667,0.361,32,46,1610612758,86,0.371,0.765,0.292,23,50,1
2/15/2017,21600843,Final,1610612762,1610612757,2016,1610612762,111,0.519,0.696,0.5,19,46,1610612757,88,0.405,0.75,0.409,14,41,1
2/15/2017,21600839,Final,1610612765,1610612742,2016,1610612765,98,0.439,0.909,0.316,15,55,1610612742,91,0.38,1,0.27,22,39,1
2/15/2017,21600840,Final,1610612763,1610612740,2016,1610612763,91,0.371,0.76,0.182,22,48,1610612740,95,0.493,0.591,0.444,18,38,0
2/15/2017,21600844,Final,1610612756,1610612747,2016,1610612756,137,0.557,0.853,0.417,32,59,1610612747,101,0.376,0.786,0.346,16,36,1
2/15/2017,21600835,Final,1610612739,1610612754,2016,1610612739,113,0.476,0.895,0.462,23,40,1610612754,104,0.465,0.857,0.5,30,43,1
2/15/2017,21600845,Final,1610612760,1610612752,2016,1610612760,116,0.466,0.71,0.522,21,48,1610612752,105,0.477,0.857,0.524,19,39,1
2/15/2017,21600834,Final,1610612753,1610612759,2016,1610612753,79,0.395,0.789,0.222,15,33,1610612759,107,0.472,0.789,0.258,25,50,0
2/15/2017,21600836,Final,1610612738,1610612755,2016,1610612738,116,0.475,0.75,0.464,21,39,1610612755,108,0.473,0.667,0.258,23,47,1
2/15/2017,21600842,Final,1610612743,1610612750,2016,1610612743,99,0.404,0.667,0.324,25,49,1610612750,112,0.477,0.857,0.333,20,45,0
2/15/2017,21600841,Final,1610612745,1610612748,2016,1610612745,109,0.414,0.774,0.325,22,41,1610612748,117,0.524,0.667,0.371,27,46,0
2/15/2017,21600838,Final,1610612751,1610612749,2016,1610612751,125,0.523,0.826,0.389,30,42,1610612749,129,0.568,0.688,0.467,27,39,0
2/16/2017,21600849,Final,1610612741,1610612738,2016,1610612741,104,0.422,1,0.24,23,51,1610612738,103,0.468,0.85,0.378,24,31,1
2/16/2017,21600848,Final,1610612754,1610612764,2016,1610612754,98,0.5,0.778,0.222,21,35,1610612764,111,0.518,0.667,0.517,23,39,0
2/23/2017,21600855,Final,1610612758,1610612743,2016,1610612758,116,0.523,0.895,0.5,26,46,1610612743,100,0.443,0.714,0.343,23,43,1
2/23/2017,21600853,Final,1610612739,1610612752,2016,1610612739,119,0.529,0.8,0.395,29,44,1610612752,104,0.416,0.706,0.308,24,50,1
2/23/2017,21600851,Final,1610612765,1610612766,2016,1610612765,114,0.411,0.917,0.405,29,57,1610612766,108,0.413,0.962,0.233,19,50,1
2/23/2017,21600850,Final,1610612753,1610612757,2016,1610612753,103,0.395,0.718,0.318,18,40,1610612757,112,0.506,0.778,0.5,20,45,0
2/23/2017,21600854,Final,1610612744,1610612746,2016,1610612744,123,0.531,0.923,0.52,31,53,1610612746,113,0.409,0.703,0.393,23,38,1
2/23/2017,21600852,Final,1610612740,1610612745,2016,1610612740,99,0.419,0.808,0.194,24,44,1610612745,129,0.495,0.792,0.392,28,48,0
2/24/2017,21600862,Final,1610612750,1610612742,2016,1610612750,97,0.526,0.714,0.385,24,44,1610612742,84,0.422,0.667,0.242,16,35,1
2/24/2017,21600857,Final,1610612754,1610612763,2016,1610612754,102,0.513,1,0.423,23,50,1610612763,92,0.417,0.565,0.333,20,39,1
2/24/2017,21600861,Final,1610612760,1610612747,2016,1610612760,110,0.454,0.706,0.417,28,59,1610612747,93,0.396,0.429,0.2,23,51,1
2/24/2017,21600858,Final,1610612761,1610612738,2016,1610612761,107,0.494,0.759,0.333,15,41,1610612738,97,0.423,0.864,0.316,19,36,1
2/24/2017,21600865,Final,1610612746,1610612759,2016,1610612746,97,0.443,0.833,0.304,18,36,1610612759,105,0.427,0.867,0.346,23,51,0
2/24/2017,21600863,Final,1610612737,1610612748,2016,1610612737,90,0.38,0.667,0.3,14,45,1610612748,108,0.404,0.846,0.459,30,54,0
2/24/2017,21600860,Final,1610612749,1610612762,2016,1610612749,95,0.432,0.828,0.389,15,35,1610612762,109,0.5,0.9,0.348,23,41,0
2/24/2017,21600864,Final,1610612743,1610612751,2016,1610612743,129,0.505,0.708,0.452,32,51,1610612751,109,0.494,0.548,0.333,27,42,1
2/24/2017,21600856,Final,1610612755,1610612764,2016,1610612755,120,0.494,0.8,0.345,28,48,1610612764,112,0.422,0.775,0.208,19,43,1
2/24/2017,21600859,Final,1610612741,1610612756,2016,1610612741,128,0.469,0.774,0.462,31,46,1610612756,121,0.527,0.6,0.333,27,43,1
2/25/2017,21600870,Final,1610612742,1610612740,2016,1610612742,96,0.462,0.75,0.462,24,43,1610612740,83,0.397,0.64,0.208,21,45,1
2/25/2017,21600867,Final,1610612753,1610612737,2016,1610612753,105,0.457,0.958,0.296,21,47,1610612737,86,0.376,0.538,0.32,21,48,1
2/25/2017,21600873,Final,1610612744,1610612751,2016,1610612744,112,0.42,0.773,0.355,30,52,1610612751,95,0.404,0.647,0.286,25,52,1
2/25/2017,21600869,Final,1610612748,1610612754,2016,1610612748,113,0.487,0.774,0.419,23,43,1610612754,95,0.4,0.885,0.333,21,43,1
2/25/2017,21600866,Final,1610612758,1610612766,2016,1610612758,85,0.392,0.8,0.393,18,41,1610612766,99,0.4,0.944,0.368,26,50,0
2/25/2017,21600868,Final,1610612752,1610612755,2016,1610612752,110,0.473,0.783,0.286,21,44,1610612755,109,0.421,0.815,0.226,19,50,1
2/25/2017,21600871,Final,1610612739,1610612741,2016,1610612739,99,0.463,0.733,0.378,24,40,1610612741,117,0.495,0.625,0.5,34,47,0
2/25/2017,21600872,Final,1610612745,1610612750,2016,1610612745,142,0.468,0.762,0.379,32,32,1610612750,130,0.521,0.821,0.346,28,58,1
2/26/2017,21600875,Final,1610612749,1610612756,2016,1610612749,100,0.513,0.889,0.3,26,33,1610612756,96,0.482,0.688,0.357,26,42,1
2/26/2017,21600877,Final,1610612764,1610612762,2016,1610612764,92,0.425,0.769,0.364,21,28,1610612762,102,0.472,0.719,0.458,18,50,0
2/26/2017,21600879,Final,1610612765,1610612738,2016,1610612765,98,0.432,0.457,0.364,22,45,1610612738,104,0.4,0.8,0.343,22,52,0
2/26/2017,21600876,Final,1610612743,1610612763,2016,1610612743,98,0.44,0.765,0.324,26,39,1610612763,105,0.45,0.88,0.333,21,49,0
2/26/2017,21600878,Final,1610612761,1610612757,2016,1610612761,112,0.538,0.778,0.35,16,39,1610612757,106,0.443,0.771,0.429,16,39,1
2/26/2017,21600880,Final,1610612760,1610612740,2016,1610612760,118,0.477,0.757,0.286,17,53,1610612740,110,0.45,0.811,0.381,17,35,1
2/26/2017,21600874,Final,1610612747,1610612759,2016,1610612747,98,0.46,0.611,0.318,16,44,1610612759,119,0.521,0.846,0.476,37,46,0
2/26/2017,21600881,Final,1610612746,1610612766,2016,1610612746,124,0.464,0.706,0.313,27,47,1610612766,121,0.475,0.9,0.45,16,43,1
2/27/2017,21600887,Final,1610612742,1610612748,2016,1610612742,96,0.434,0.913,0.5,18,42,1610612748,89,0.446,0.462,0.346,21,45,1
2/27/2017,21600882,Final,1610612752,1610612761,2016,1610612752,91,0.452,0.842,0.375,17,40,1610612761,92,0.423,0.826,0.269,12,41,0
2/27/2017,21600884,Final,1610612739,1610612749,2016,1610612739,102,0.5,0.846,0.357,20,45,1610612749,95,0.446,0.625,0.367,27,33,1
2/27/2017,21600888,Final,1610612758,1610612750,2016,1610612758,88,0.439,0.667,0.353,23,42,1610612750,102,0.421,0.7,0.348,25,52,0
2/27/2017,21600885,Final,1610612738,1610612737,2016,1610612738,98,0.391,0.8,0.294,21,40,1610612737,114,0.484,0.8,0.24,22,55,0
2/27/2017,21600886,Final,1610612745,1610612754,2016,1610612745,108,0.364,0.81,0.222,22,39,1610612754,117,0.451,0.88,0.433,29,55,0
2/27/2017,21600883,Final,1610612755,1610612744,2016,1610612755,108,0.451,0.889,0.294,24,42,1610612744,119,0.449,0.846,0.207,31,45,0
2/28/2017,21600893,Final,1610612760,1610612762,2016,1610612760,109,0.513,0.696,0.682,20,42,1610612762,106,0.462,0.846,0.409,22,33,1
2/28/2017,21600889,Final,1610612764,1610612744,2016,1610612764,112,0.451,0.9,0.429,29,46,1610612744,108,0.464,0.815,0.276,28,41,1
2/28/2017,21600894,Final,1610612747,1610612766,2016,1610612747,104,0.488,0.769,0.375,22,39,1610612766,109,0.447,0.708,0.41,25,45,0
2/28/2017,21600892,Final,1610612763,1610612756,2016,1610612763,130,0.558,0.759,0.48,24,39,1610612756,112,0.518,0.792,0.333,22,32,1
2/28/2017,21600890,Final,1610612765,1610612757,2016,1610612765,120,0.433,0.742,0.28,23,48,1610612757,113,0.524,0.682,0.4,25,50,1
2/28/2017,21600891,Final,1610612741,1610612743,2016,1610612741,107,0.458,0.9,0.385,26,35,1610612743,125,0.563,0.917,0.433,26,45,0
3/1/2017,21600900,Final,1610612740,1610612765,2016,1610612740,109,0.5,0.957,0.36,18,53,1610612765,86,0.388,0.176,0.13,13,50,1
3/1/2017,21600897,Final,1610612737,1610612742,2016,1610612737,100,0.563,0.75,0.476,24,34,1610612742,95,0.455,0.846,0.424,22,33,1
3/1/2017,21600898,Final,1610612748,1610612755,2016,1610612748,125,0.544,0.667,0.433,24,42,1610612755,98,0.435,0.818,0.353,16,40,1
3/1/2017,21600902,Final,1610612759,1610612754,2016,1610612759,100,0.473,0.875,0.31,20,36,1610612754,99,0.457,0.72,0.304,22,41,1
3/1/2017,21600901,Final,1610612738,1610612739,2016,1610612738,103,0.462,0.783,0.419,28,47,1610612739,99,0.407,0.682,0.303,20,41,1
3/1/2017,21600895,Final,1610612753,1610612752,2016,1610612753,90,0.41,0.773,0.2,11,43,1610612752,101,0.42,0.806,0.276,21,50,0
3/1/2017,21600896,Final,1610612761,1610612764,2016,1610612761,96,0.367,0.885,0.35,11,50,1610612764,105,0.476,0.842,0.36,32,44,0
3/1/2017,21600903,Final,1610612762,1610612750,2016,1610612762,80,0.389,0.545,0.211,18,46,1610612750,107,0.5,0.808,0.5,23,48,0
3/1/2017,21600905,Final,1610612758,1610612751,2016,1610612758,100,0.432,0.864,0.5,12,38,1610612751,109,0.459,0.833,0.393,16,43,0
3/1/2017,21600899,Final,1610612749,1610612743,2016,1610612749,98,0.458,0.867,0.5,26,34,1610612743,110,0.488,0.9,0.303,21,45,0
3/1/2017,21600904,Final,1610612746,1610612745,2016,1610612746,103,0.447,0.538,0.353,26,36,1610612745,122,0.425,0.848,0.385,21,62,0
3/2/2017,21600906,Final,1610612741,1610612744,2016,1610612741,94,0.439,0.81,0.263,19,49,1610612744,87,0.386,0.929,0.2,23,41,1
3/2/2017,21600907,Final,1610612756,1610612766,2016,1610612756,120,0.597,0.84,0.368,30,42,1610612766,103,0.393,0.821,0.294,19,34,1
3/2/2017,21600908,Final,1610612757,1610612760,2016,1610612757,114,0.494,0.743,0.4,19,45,1610612760,109,0.395,0.938,0.379,11,40,1
3/3/2017,21600915,Final,1610612762,1610612751,2016,1610612762,112,0.514,0.706,0.462,25,45,1610612751,97,0.404,0.75,0.233,12,42,1
3/3/2017,21600911,Final,1610612753,1610612748,2016,1610612753,110,0.5,0.789,0.294,27,47,1610612748,99,0.385,0.84,0.286,20,46,1
3/3/2017,21600914,Final,1610612742,1610612763,2016,1610612742,104,0.476,0.778,0.185,23,45,1610612763,100,0.463,0.682,0.321,16,39,1
3/3/2017,21600917,Final,1610612740,1610612759,2016,1610612740,98,0.385,0.833,0.32,20,48,1610612759,101,0.421,0.6,0.222,20,53,0
3/3/2017,21600912,Final,1610612749,1610612746,2016,1610612749,112,0.55,0.933,0.4,35,25,1610612746,101,0.563,0.583,0.421,23,38,1
3/3/2017,21600909,Final,1610612755,1610612752,2016,1610612755,105,0.434,0.774,0.321,20,50,1610612752,102,0.393,0.879,0.333,14,41,1
3/3/2017,21600916,Final,1610612756,1610612760,2016,1610612756,118,0.494,0.806,0.238,28,45,1610612760,111,0.425,0.8,0.257,14,47,1
3/3/2017,21600910,Final,1610612764,1610612761,2016,1610612764,106,0.37,0.875,0.333,23,45,1610612761,114,0.506,0.778,0.44,16,51,0
3/3/2017,21600918,Final,1610612747,1610612738,2016,1610612747,95,0.425,0.75,0.25,23,34,1610612738,115,0.512,0.76,0.303,30,46,0
3/3/2017,21600913,Final,1610612737,1610612739,2016,1610612737,130,0.538,0.733,0.385,30,43,1610612739,135,0.547,0.8,0.543,31,33,0
3/4/2017,21600925,Final,1610612759,1610612750,2016,1610612759,97,0.404,0.625,0.25,16,49,1610612750,90,0.393,0.727,0.25,24,55,1
3/4/2017,21600921,Final,1610612748,1610612739,2016,1610612748,120,0.523,0.833,0.529,20,48,1610612739,92,0.479,0.611,0.407,20,33,1
3/4/2017,21600920,Final,1610612749,1610612761,2016,1610612749,101,0.437,0.826,0.222,16,42,1610612761,94,0.467,0.85,0.333,20,36,1
3/4/2017,21600922,Final,1610612741,1610612746,2016,1610612741,91,0.422,0.75,0.353,26,45,1610612746,101,0.482,0.813,0.24,20,37,0
3/4/2017,21600924,Final,1610612745,1610612763,2016,1610612745,123,0.5,0.75,0.429,25,43,1610612763,108,0.443,0.667,0.286,26,46,1
3/4/2017,21600923,Final,1610612743,1610612766,2016,1610612743,102,0.45,0.84,0.3,21,45,1610612766,112,0.456,0.824,0.593,25,43,0
3/4/2017,21600926,Final,1610612757,1610612751,2016,1610612757,130,0.57,0.727,0.64,29,37,1610612751,116,0.523,0.706,0.467,24,31,1
3/4/2017,21600919,Final,1610612755,1610612765,2016,1610612755,106,0.489,0.857,0.412,30,36,1610612765,136,0.568,0.857,0.435,26,44,0
3/5/2017,21600932,Final,1610612742,1610612760,2016,1610612742,104,0.488,0.813,0.28,24,37,1610612760,89,0.402,0.7,0.091,19,49,1
3/5/2017,21600927,Final,1610612737,1610612754,2016,1610612737,96,0.442,0.613,0.333,21,44,1610612754,97,0.449,0.571,0.455,24,44,0
3/5/2017,21600933,Final,1610612747,1610612740,2016,1610612747,97,0.458,0.733,0.357,22,49,1610612740,105,0.404,0.686,0.375,23,44,0
3/5/2017,21600929,Final,1610612756,1610612738,2016,1610612756,109,0.447,0.808,0.2,16,50,1610612738,106,0.376,0.725,0.351,19,54,1
